"","date","mean_temp","mean_precipi","mean_wind","mean_snow","IsRainyDay","fine_dust","hyper_dust","fine_dust_grade","hyper_dust_grade","IsDustyDay"
"1",20170101,2.40416666666667,NA,1.60833333333333,NA,NA,80,58,6,7,1
"2",20170102,5.24166666666667,0.15,2.22083333333333,NA,0,111,79.5,7,8,1
"3",20170103,2.10833333333333,NA,1.90833333333333,NA,NA,79,52,6,7,1
"4",20170104,4.0375,NA,1.70833333333333,NA,NA,57,35,5,5,1
"5",20170105,3.6,NA,3.05833333333333,NA,NA,38,23,3,4,0
"6",20170106,5.60416666666667,NA,2.32916666666667,NA,NA,22,13.5,2,2,0
"7",20170107,4.40833333333333,NA,1.4625,NA,NA,56,40,5,6,1
"8",20170108,6.57916666666667,0,2.58333333333333,NA,0,32,22.5,3,4,0
"9",20170109,2.13333333333333,0,3.20833333333333,NA,0,61,46.5,5,6,1
"10",20170110,-3.225,NA,3.11666666666667,NA,NA,32,16,3,3,0
"11",20170111,-4.27916666666667,NA,2.08333333333333,NA,NA,25,12,2,2,0
"12",20170112,-1.67916666666667,0,3.1375,0.1,0,31,17,3,3,0
"13",20170113,-5.8375,0.3,2.7625,0.78,0,31,13,3,2,0
"14",20170114,-8.31666666666667,NA,3.75,NA,NA,47,12,4,2,0
"15",20170115,-6.85833333333333,NA,2.35,NA,NA,28,14,2,2,0
"16",20170116,-3.73333333333333,NA,1.36666666666667,NA,NA,48,26,4,5,1
"17",20170117,-2.26666666666667,NA,1.45833333333333,NA,NA,69,46,5,6,1
"18",20170118,-0.4125,0,1.29583333333333,NA,0,99,75,6,7,1
"19",20170119,-1.26666666666667,NA,1.5625,NA,NA,105,71,7,7,1
"20",20170120,-3.85416666666667,1.33333333333333,2.875,4.91428571428571,1,59,40,5,6,1
"21",20170121,-5.525,0.28,1.52916666666667,4.04583333333333,0,51,36,5,5,1
"22",20170122,-7.5625,0.35,3.5875,4.60416666666667,0,76,28,6,5,1
"23",20170123,-8.9,NA,2.3,2.925,NA,48.5,37,4,5,1
"24",20170124,-7.125,NA,1.875,2.0875,NA,41,30,4,5,1
"25",20170125,-5.3625,NA,1.57083333333333,1.75833333333333,NA,51,37,5,5,1
"26",20170126,-2.04166666666667,NA,2.18333333333333,1.35416666666667,NA,66,49,5,6,1
"27",20170127,-1.8125,1.65,3.48333333333333,0.9,1,111,20,7,3,1
"28",20170128,-2.07916666666667,NA,1.83333333333333,NA,NA,34,13,3,2,0
"29",20170129,0.995833333333333,0.82,1.79166666666667,1.35714285714286,0,28,17,2,3,0
"30",20170130,-4.28333333333333,0.25,3.43333333333333,1.88333333333333,0,50,35,4,5,1
"31",20170131,-5.49583333333333,NA,1.70416666666667,1.23333333333333,NA,30,19,2,3,0
"32",20170201,-3.7625,NA,2.49166666666667,0.723076923076923,NA,37,21,3,4,0
"33",20170202,-3.24166666666667,NA,2.71666666666667,NA,NA,34,18,3,3,0
"34",20170203,1.55416666666667,NA,1.5375,NA,NA,71,48,5,6,1
"35",20170204,0.675,NA,1.60833333333333,NA,NA,100,74,6,7,1
"36",20170205,1.5,0.125,2.13333333333333,NA,0,72,56,5,7,1
"37",20170206,-1.575,NA,3.01666666666667,NA,NA,42,28,4,5,1
"38",20170207,-2.07916666666667,NA,1.525,NA,NA,43,25,4,4,0
"39",20170208,-2.125,NA,2.1125,NA,NA,56,32,5,5,1
"40",20170209,-4.89583333333333,NA,3.69166666666667,NA,NA,54,20,5,3,1
"41",20170210,-6.54166666666667,NA,4.1375,NA,NA,34,18,3,3,0
"42",20170211,-5.0125,NA,2.7375,NA,NA,30,17,2,3,0
"43",20170212,-2.19583333333333,NA,2.17083333333333,NA,NA,32,18,3,3,0
"44",20170213,-0.0833333333333333,NA,1.55416666666667,NA,NA,46,29,4,5,1
"45",20170214,0.45,NA,2.59166666666667,NA,NA,54,34,5,5,1
"46",20170215,1.5875,NA,1.4,NA,NA,64,43,5,6,1
"47",20170216,4.86666666666667,NA,1.76666666666667,NA,NA,71,49,5,6,1
"48",20170217,2.07083333333333,1.33333333333333,3.9,NA,1,47,18,4,3,0
"49",20170218,-2.75416666666667,NA,2.86666666666667,NA,NA,32,18,3,3,0
"50",20170219,1.47083333333333,0.133333333333333,1.81666666666667,NA,0,45,27,4,5,1
"51",20170220,-0.645833333333333,0.366666666666667,4.24583333333333,NA,0,46,23,4,4,0
"52",20170221,-1.11666666666667,NA,1.6125,NA,NA,48,30,4,5,1
"53",20170222,1.79583333333333,1.02,2.52916666666667,NA,1,41,30,4,5,1
"54",20170223,-1.225,NA,3.80416666666667,NA,NA,36,23,3,4,0
"55",20170224,-1.2375,NA,2.35,NA,NA,30,18,2,3,0
"56",20170225,2.43333333333333,NA,2.31666666666667,NA,NA,49,32,4,5,1
"57",20170226,3.66666666666667,NA,2.125,NA,NA,49,33,4,5,1
"58",20170227,3.76666666666667,NA,1.85416666666667,NA,NA,41,25,4,4,0
"59",20170228,5.10416666666667,NA,1.95833333333333,NA,NA,46,28,4,5,1
"60",20170301,5.225,2,1.86666666666667,NA,1,58,42,5,6,1
"61",20170302,2.02916666666667,0.75,3.19166666666667,NA,0,34,23,3,4,0
"62",20170303,3.05833333333333,NA,2.07916666666667,NA,NA,46,24,4,4,0
"63",20170304,5.59166666666667,NA,1.7625,NA,NA,55,34,5,5,1
"64",20170305,5.0625,0,2.0375,NA,0,68,51,5,7,1
"65",20170306,0.458333333333333,0.5,3.925,NA,0,37,26,3,5,1
"66",20170307,-1.20833333333333,0,3.6875,NA,0,35,21,3,4,0
"67",20170308,-0.383333333333333,0,3.1125,NA,0,46,20,4,3,0
"68",20170309,3.03333333333333,NA,3.2375,NA,NA,50,22,4,4,0
"69",20170310,4.61666666666667,NA,2.1625,NA,NA,48,27,4,5,1
"70",20170311,6.89166666666667,NA,1.84166666666667,NA,NA,67,42,5,6,1
"71",20170312,8.15416666666667,0,1.7875,NA,0,90,66,6,7,1
"72",20170313,6.79166666666667,0,2.6375,NA,0,64,44,5,6,1
"73",20170314,5.75416666666667,NA,2.97916666666667,NA,NA,54,29,5,5,1
"74",20170315,6.26666666666667,NA,2.125,NA,NA,44,25,4,4,0
"75",20170316,6.24166666666667,NA,1.83333333333333,NA,NA,67,45,5,6,1
"76",20170317,7.4125,NA,2.05,NA,NA,77,55,6,7,1
"77",20170318,9.54583333333333,NA,2.19583333333333,NA,NA,75,52,5,7,1
"78",20170319,10.6125,NA,1.67916666666667,NA,NA,79,55,6,7,1
"79",20170320,10.325,NA,1.86666666666667,NA,NA,99,68,6,7,1
"80",20170321,7.6375,NA,3.1375,NA,NA,102,67,7,7,1
"81",20170322,7.36666666666667,NA,2.525,NA,NA,53.5,32,5,5,1
"82",20170323,9.075,NA,2.3,NA,NA,76.5,43,6,6,1
"83",20170324,8.675,NA,2.0625,NA,NA,61,36,5,5,1
"84",20170325,8.325,NA,2.23333333333333,NA,NA,68,44,5,6,1
"85",20170326,7.225,NA,2.14166666666667,NA,NA,63,45,5,6,1
"86",20170327,6.225,0.2,2.65833333333333,NA,0,76,56,6,7,1
"87",20170328,7.02083333333333,NA,1.88333333333333,NA,NA,84,61,6,7,1
"88",20170329,8.73333333333333,NA,2.29583333333333,NA,NA,58,40,5,6,1
"89",20170330,10.2083333333333,NA,1.84583333333333,NA,NA,70,44,5,6,1
"90",20170331,9.075,0.3,2.32916666666667,NA,0,53,34,5,5,1
"91",20170401,8.5375,0.5,2.02083333333333,NA,0,25,17,2,3,0
"92",20170402,8.84166666666667,NA,2.125,NA,NA,50,34,4,5,1
"93",20170403,11.1416666666667,NA,2.04583333333333,NA,NA,81,53,6,7,1
"94",20170404,13.6666666666667,NA,1.96666666666667,NA,NA,77,47,6,6,1
"95",20170405,12.075,1.85294117647059,2.47083333333333,NA,1,51,31,5,5,1
"96",20170406,10.6875,0.692307692307692,2.5,NA,0,27,18.5,2,3,0
"97",20170407,14.2958333333333,NA,2.00416666666667,NA,NA,45,28,4,5,1
"98",20170408,13.1166666666667,0.2,2.45416666666667,NA,0,65,43,5,6,1
"99",20170409,14.6666666666667,0.133333333333333,2.89583333333333,NA,0,42,26,4,5,1
"100",20170410,16.2916666666667,NA,2.72916666666667,NA,NA,30,17,2,3,0
"101",20170411,15.5666666666667,NA,3.27083333333333,NA,NA,60,24,5,4,1
"102",20170412,11.7208333333333,NA,3.65833333333333,NA,NA,70,12,5,2,1
"103",20170413,12.3166666666667,0,2.53333333333333,NA,0,74,27,5,5,1
"104",20170414,12.8833333333333,1,3.4875,NA,1,60,22,5,4,1
"105",20170415,16.4,NA,2.175,NA,NA,72,32,5,5,1
"106",20170416,18.4791666666667,NA,1.34090909090909,NA,NA,63,33,5,5,1
"107",20170417,15.3583333333333,0.785714285714286,2.21666666666667,NA,0,49,26,4,5,1
"108",20170418,11.7541666666667,1.875,2.4125,NA,1,43,21,4,4,0
"109",20170419,12.3583333333333,NA,2.75833333333333,NA,NA,92,17,6,3,1
"110",20170420,13.0166666666667,0.1,2.4125,NA,0,90,23,6,4,1
"111",20170421,12.9041666666667,NA,1.91666666666667,NA,NA,73,24,5,4,1
"112",20170422,14.55,NA,1.98333333333333,NA,NA,64,25,5,4,1
"113",20170423,14.8791666666667,NA,2.58333333333333,NA,NA,52,24,5,4,1
"114",20170424,14.9458333333333,NA,2.48636363636364,NA,NA,46,19,4,3,0
"115",20170425,16.0791666666667,NA,2.81904761904762,NA,NA,63,30,5,5,1
"116",20170426,15.2041666666667,NA,3.13333333333333,NA,NA,45,17,4,3,0
"117",20170427,13.6125,NA,3.3875,NA,NA,47,15,4,2,0
"118",20170428,14.3208333333333,NA,2.89583333333333,NA,NA,68,24,5,4,1
"119",20170429,16.6291666666667,NA,2.74166666666667,NA,NA,67,28,5,5,1
"120",20170430,19.4708333333333,NA,2.60416666666667,NA,NA,96,52,6,7,1
"121",20170501,19.9541666666667,NA,1.88333333333333,NA,NA,96,50,6,6,1
"122",20170502,20.5375,NA,2.0875,NA,NA,101,49,7,6,1
"123",20170503,21.4583333333333,NA,2.2125,NA,NA,74,34,5,5,1
"124",20170504,20.8708333333333,NA,2.05833333333333,NA,NA,69,33,5,5,1
"125",20170505,21.1791666666667,NA,3.1875,NA,NA,60,25,5,4,1
"126",20170506,15.0458333333333,NA,3.85,NA,NA,208,20,8,3,1
"127",20170507,16.4125,NA,3.22083333333333,NA,NA,97,17,6,3,1
"128",20170508,17.5166666666667,NA,2.15833333333333,NA,NA,189,37,8,5,1
"129",20170509,17.2291666666667,0.25,1.50833333333333,NA,0,130,30,7,5,1
"130",20170510,16.5958333333333,0.357142857142857,2.25833333333333,NA,0,45,20,4,3,0
"131",20170511,18.8583333333333,0,1.79583333333333,NA,0,76,33,6,5,1
"132",20170512,19.3875,NA,2.12916666666667,NA,NA,77,43,6,6,1
"133",20170513,16.8166666666667,3,3.13333333333333,NA,1,54,25,5,4,1
"134",20170514,15.575,NA,3.85,NA,NA,65,14,5,2,1
"135",20170515,15.8583333333333,0,2.75833333333333,NA,0,48,12,4,2,0
"136",20170516,17.0583333333333,NA,1.9,NA,NA,39,16,3,3,0
"137",20170517,18.6125,NA,2.04583333333333,NA,NA,42,19,4,3,0
"138",20170518,20.2208333333333,NA,2.24166666666667,NA,NA,52,27,5,5,1
"139",20170519,21.0875,NA,2.65416666666667,NA,NA,50,26,4,5,1
"140",20170520,20.825,NA,2.40833333333333,NA,NA,41,21,4,4,0
"141",20170521,21.3166666666667,NA,2.21666666666667,NA,NA,33,19,3,3,0
"142",20170522,21.7333333333333,NA,2.13333333333333,NA,NA,46,27,4,5,1
"143",20170523,20.0083333333333,1.125,1.90416666666667,NA,1,39,22,3,4,0
"144",20170524,21.675,0.2,2.0625,NA,0,29,16,2,3,0
"145",20170525,19.65,NA,3.27916666666667,NA,NA,40,15,3,2,0
"146",20170526,17.5708333333333,NA,2.95416666666667,NA,NA,27,9,2,2,0
"147",20170527,19.5208333333333,NA,2.19583333333333,NA,NA,37,15,3,2,0
"148",20170528,20.9,NA,2.74166666666667,NA,NA,49,24,4,4,0
"149",20170529,22.7708333333333,NA,2.25416666666667,NA,NA,74,38,5,6,1
"150",20170530,23.6458333333333,NA,2.4375,NA,NA,53,24,5,4,1
"151",20170531,23.1625,NA,1.91666666666667,NA,NA,41,20,4,3,0
"152",20170601,23.375,NA,3.17083333333333,NA,NA,41,19,4,3,0
"153",20170602,20.5958333333333,0,3.00833333333333,NA,0,31,11,3,2,0
"154",20170603,20.5666666666667,NA,3.13333333333333,NA,NA,34,12,3,2,0
"155",20170604,21.6333333333333,NA,2.64583333333333,NA,NA,32,11,3,2,0
"156",20170605,23.8916666666667,0,1.93333333333333,NA,0,29,14,2,2,0
"157",20170606,20.0458333333333,1.125,2.4375,NA,1,23,10,2,2,0
"158",20170607,17.5291666666667,0.805555555555556,2.25416666666667,NA,0,18,10,2,2,0
"159",20170608,19.9041666666667,NA,3.0375,NA,NA,46.5,28,4,5,1
"160",20170609,20.9625,0.0166666666666667,3.27083333333333,NA,0,62.5,38,5,6,1
"161",20170610,21.6,0.9,2.3625,NA,0,52.5,23,5,4,1
"162",20170611,22.5833333333333,NA,2.22916666666667,NA,NA,31,10.5,3,2,0
"163",20170612,22.2458333333333,NA,2.8875,NA,NA,34,13,3,2,0
"164",20170613,21.4708333333333,0,2.55,NA,0,40,18,3,3,0
"165",20170614,21.8041666666667,NA,2.72916666666667,NA,NA,48,22,4,4,0
"166",20170615,22.9375,NA,2.5,NA,NA,54,25,5,4,1
"167",20170616,25.3458333333333,NA,2.0875,NA,NA,72,38,5,6,1
"168",20170617,24.2875,NA,2.44583333333333,NA,NA,56,30,5,5,1
"169",20170618,24.2708333333333,NA,2.29166666666667,NA,NA,47,26,4,5,1
"170",20170619,24.6875,NA,1.74166666666667,NA,NA,57,31,5,5,1
"171",20170620,25.775,0,2.04166666666667,NA,0,55,30,5,5,1
"172",20170621,25.625,0,2.775,NA,0,62,34,5,5,1
"173",20170622,25.2,NA,2.43333333333333,NA,NA,42,24,4,4,0
"174",20170623,26.7875,NA,2.04583333333333,NA,NA,47,25,4,4,0
"175",20170624,24.7416666666667,0.111111111111111,1.32916666666667,NA,0,46,23,4,4,0
"176",20170625,23.6625,0.571428571428571,1.57083333333333,NA,0,38,23,3,4,0
"177",20170626,23.1208333333333,2.63636363636364,2.175,NA,1,29,17,2,3,0
"178",20170627,24.975,0,2.14166666666667,NA,0,32,19,3,3,0
"179",20170628,25.8666666666667,NA,2.19583333333333,NA,NA,51,31,5,5,1
"180",20170629,26.1958333333333,NA,2.2125,NA,NA,54,35,5,5,1
"181",20170630,25.8708333333333,NA,2.32083333333333,NA,NA,58,37,5,5,1
"182",20170701,25.1666666666667,0.1,1.89583333333333,NA,0,47,30,4,5,1
"183",20170702,24.7125,2.14583333333333,2.55416666666667,NA,1,27,17,2,3,0
"184",20170703,24.425,8.30769230769231,3.575,NA,1,25.5,15,2,2,0
"185",20170704,26.6958333333333,0.0833333333333333,2.08333333333333,NA,0,36.5,23,3,4,0
"186",20170705,27.275,NA,1.6875,NA,NA,43.5,27,4,5,1
"187",20170706,27.725,8.5,1.7625,NA,1,52,35,5,5,1
"188",20170707,26.325,1.03125,1.8375,NA,1,24,13,2,2,0
"189",20170708,25.9666666666667,0.321428571428571,2.67083333333333,NA,0,28,16,2,3,0
"190",20170709,26.425,1.63333333333333,1.14166666666667,NA,1,28,18,2,3,0
"191",20170710,24.1166666666667,6.35416666666667,2.42916666666667,NA,1,16,9,2,2,0
"192",20170711,25.7541666666667,0.166666666666667,2.0375,NA,0,42,27,4,5,1
"193",20170712,27.2375,0,2.175,NA,0,51,32,5,5,1
"194",20170713,27.425,NA,1.4,NA,NA,53,35,5,5,1
"195",20170714,28.6416666666667,0,2.125,NA,0,51,34,5,5,1
"196",20170715,25.1833333333333,2.125,2.3125,NA,1,23,14,2,2,0
"197",20170716,25.9875,2.25,1.50833333333333,NA,1,20,12,2,2,0
"198",20170717,26.9416666666667,2.16666666666667,2.02083333333333,NA,1,25,14,2,2,0
"199",20170718,26.4166666666667,0.318181818181818,1.52916666666667,NA,0,28,17,2,3,0
"200",20170719,28.1791666666667,NA,1.7875,NA,NA,41,26,4,5,1
"201",20170720,29.7583333333333,NA,2.1,NA,NA,56,38,5,6,1
"202",20170721,29.7583333333333,NA,2.48333333333333,NA,NA,64,45,5,6,1
"203",20170722,29.425,0.0625,2.22083333333333,NA,0,60,42,5,6,1
"204",20170723,27.0791666666667,12.1363636363636,2.12916666666667,NA,1,54,36,5,5,1
"205",20170724,26.3,0.5,1.26666666666667,NA,0,37,22,3,4,0
"206",20170725,29.2875,NA,1.80416666666667,NA,NA,29,16,2,3,0
"207",20170726,28.6083333333333,NA,2.725,NA,NA,20,11,2,2,0
"208",20170727,27.3291666666667,0.1,1.95,NA,0,31,18,3,3,0
"209",20170728,25.45,0.766666666666667,1.5,NA,0,33,19,3,3,0
"210",20170729,27.0958333333333,0,2.29166666666667,NA,0,17,9,2,2,0
"211",20170730,27.8083333333333,NA,1.88333333333333,NA,NA,24,15,2,2,0
"212",20170731,25.9166666666667,0.318181818181818,1.4,NA,0,23,13,2,2,0
"213",20170801,28.2416666666667,0.5,1.6,NA,0,23,14,2,2,0
"214",20170802,30,NA,1.25,NA,NA,37,25,3,4,0
"215",20170803,30.1083333333333,NA,2.30833333333333,NA,NA,26,15,2,2,0
"216",20170804,30.2208333333333,NA,1.9375,NA,NA,29,19,2,3,0
"217",20170805,31.3333333333333,0,1.79583333333333,NA,0,33,22.5,3,4,0
"218",20170806,30.0083333333333,1.66666666666667,1.77083333333333,NA,1,27,18.5,2,3,0
"219",20170807,29.2041666666667,NA,2.45833333333333,NA,NA,35,22,3,4,0
"220",20170808,28.1291666666667,NA,1.92916666666667,NA,NA,46,29,4,5,1
"221",20170809,27.9416666666667,0.1,2.34166666666667,NA,0,36,24,3,4,0
"222",20170810,24.8416666666667,0.3125,2.07083333333333,NA,0,9,5,1,1,0
"223",20170811,26.8916666666667,0.125,2.42916666666667,NA,0,13,7,1,1,0
"224",20170812,27.6666666666667,NA,2.07083333333333,NA,NA,12,7,1,1,0
"225",20170813,26.3958333333333,0,2.71666666666667,NA,0,12,6,1,1,0
"226",20170814,24.6291666666667,0.107142857142857,3.775,NA,0,10,5,1,1,0
"227",20170815,22.125,4.06521739130435,3.60416666666667,NA,1,7,4,1,1,0
"228",20170816,23.1333333333333,0.2,3.725,NA,0,9,5,1,1,0
"229",20170817,24.4875,0.0833333333333333,2.09166666666667,NA,0,13,7,1,1,0
"230",20170818,26.3041666666667,0,1.29166666666667,NA,0,28,18,2,3,0
"231",20170819,25.9875,0,2.01666666666667,NA,0,28,16,2,3,0
"232",20170820,23.3125,5.14583333333333,2.85833333333333,NA,1,11,7,1,1,0
"233",20170821,25.6916666666667,0.75,2.37916666666667,NA,0,15,9,1,2,0
"234",20170822,27.1083333333333,NA,2.01666666666667,NA,NA,18,11,2,2,0
"235",20170823,26.9291666666667,2.25,2.675,NA,1,22,10,2,2,0
"236",20170824,26.7083333333333,0.875,3.96666666666667,NA,0,24,9,2,2,0
"237",20170825,25.4916666666667,NA,1.7625,NA,NA,29,14,2,2,0
"238",20170826,24.1791666666667,NA,1.96666666666667,NA,NA,27,12,2,2,0
"239",20170827,22.5958333333333,0,1.45416666666667,NA,0,25,13,2,2,0
"240",20170828,21.9208333333333,1.28571428571429,1.5375,NA,1,31,18,3,3,0
"241",20170829,19.6291666666667,NA,3.37083333333333,NA,NA,19,9,2,2,0
"242",20170830,19.5375,NA,1.52916666666667,NA,NA,27,11,2,2,0
"243",20170831,22.0375,NA,1.5625,NA,NA,37,21,3,4,0
"244",20170901,23.1708333333333,NA,2.1375,NA,NA,25,14,2,2,0
"245",20170902,23.6375,NA,1.86666666666667,NA,NA,28,16,2,3,0
"246",20170903,23.8125,NA,1.64583333333333,NA,NA,34,21,3,4,0
"247",20170904,24.4708333333333,NA,1.6,NA,NA,29,19,2,3,0
"248",20170905,22.0833333333333,0,1.85,NA,0,27,14,2,2,0
"249",20170906,20.825,0.166666666666667,1.15833333333333,NA,0,30,18,2,3,0
"250",20170907,22.0208333333333,NA,1.53333333333333,NA,NA,39,25,3,4,0
"251",20170908,24.2208333333333,NA,1.65833333333333,NA,NA,52,33,5,5,1
"252",20170909,23.8291666666667,NA,1.37916666666667,NA,NA,63,40,5,6,1
"253",20170910,22.9416666666667,0.025,1.30416666666667,NA,0,53,36,5,5,1
"254",20170911,21.3083333333333,2.03333333333333,1.78333333333333,NA,1,23,16,2,3,0
"255",20170912,22.1291666666667,NA,1.8375,NA,NA,28,13,2,2,0
"256",20170913,21.3583333333333,NA,1.80416666666667,NA,NA,26,11,2,2,0
"257",20170914,22.0458333333333,NA,1.62083333333333,NA,NA,30,13,2,2,0
"258",20170915,22.6458333333333,NA,3.44583333333333,NA,NA,18,9,2,2,0
"259",20170916,21.9375,NA,3.70416666666667,NA,NA,12,5,1,1,0
"260",20170917,23.0666666666667,NA,2.82083333333333,NA,NA,10,5,1,1,0
"261",20170918,21.725,NA,1.97916666666667,NA,NA,22,11,2,2,0
"262",20170919,22.6833333333333,4,3.1375,NA,1,66,41,5,6,1
"263",20170920,19.6041666666667,NA,2.38333333333333,NA,NA,26,10,2,2,0
"264",20170921,20.2708333333333,NA,1.54166666666667,NA,NA,31,16,3,3,0
"265",20170922,20.5166666666667,NA,2.14166666666667,NA,NA,32,20,3,3,0
"266",20170923,21.7125,0,1.62916666666667,NA,0,56,25,5,4,1
"267",20170924,22.375,0,1.90416666666667,NA,0,64,37,5,5,1
"268",20170925,23.2541666666667,NA,1.26666666666667,NA,NA,47,26,4,5,1
"269",20170926,24.504347826087,0,1.83809523809524,NA,0,47,27,4,5,1
"270",20170927,23.125,0.0416666666666667,1.89166666666667,NA,0,42,23,4,4,0
"271",20170928,19.7708333333333,NA,2.8,NA,NA,25,9,2,2,0
"272",20170929,17.1041666666667,NA,2.10416666666667,NA,NA,25,9,2,2,0
"273",20170930,19.8583333333333,NA,1.46666666666667,NA,NA,38,19,3,3,0
"274",20171001,18.2125,0.272727272727273,2.2625,NA,0,35,20,3,3,0
"275",20171002,21.7,0.5,2.42083333333333,NA,0,21,11,2,2,0
"276",20171003,17.9541666666667,NA,2.4,NA,NA,38,11,3,2,0
"277",20171004,16.6708333333333,NA,1.69583333333333,NA,NA,23,9,2,2,0
"278",20171005,18.4041666666667,NA,2.1625,NA,NA,16,8,2,1,0
"279",20171006,18.8666666666667,0.1,2.35,NA,0,13,7,1,1,0
"280",20171007,21.3708333333333,0.025,1.1875,NA,0,10,6,1,1,0
"281",20171008,23.0083333333333,NA,1.51666666666667,NA,NA,20,13,2,2,0
"282",20171009,22.5791666666667,0,1.44583333333333,NA,0,26.5,17,2,3,0
"283",20171010,21.2916666666667,0.02,1.13333333333333,NA,0,30,18,2,3,0
"284",20171011,16.2833333333333,1.69166666666667,3.05,NA,1,13,7,1,1,0
"285",20171012,11.5904761904762,NA,2.07619047619048,NA,NA,23,12,2,2,0
"286",20171013,12.3916666666667,NA,3.0125,NA,NA,29,15,2,2,0
"287",20171014,14.4166666666667,NA,1.72222222222222,NA,NA,25,11,2,2,0
"288",20171015,15.5583333333333,NA,1.77083333333333,NA,NA,24,12,2,2,0
"289",20171016,16.7416666666667,NA,1.81666666666667,NA,NA,32,16,3,3,0
"290",20171017,16.1833333333333,NA,1.39166666666667,NA,NA,40,20,3,3,0
"291",20171018,16.3666666666667,0.0111111111111111,2.425,NA,0,26,14,2,2,0
"292",20171019,16.9958333333333,0,1.94583333333333,NA,0,21,11,2,2,0
"293",20171020,16.975,NA,1.47083333333333,NA,NA,34,17,3,3,0
"294",20171021,17.5083333333333,NA,1.27916666666667,NA,NA,40,22,3,4,0
"295",20171022,16.3333333333333,NA,3.22916666666667,NA,NA,27,13,2,2,0
"296",20171023,13.8291666666667,NA,1.375,NA,NA,27,10,2,2,0
"297",20171024,14.3041666666667,NA,1.90416666666667,NA,NA,35,16,3,3,0
"298",20171025,14.4625,NA,1.4875,NA,NA,44,22,4,4,0
"299",20171026,14.2583333333333,NA,1.275,NA,NA,52,27,5,5,1
"300",20171027,17.0541666666667,NA,1.30833333333333,NA,NA,62,34,5,5,1
"301",20171028,17.0541666666667,NA,1.98333333333333,NA,NA,48,26,4,5,1
"302",20171029,12.2583333333333,NA,3.1625,NA,NA,68,22,5,4,1
"303",20171030,7.6875,NA,2.3875,NA,NA,37,13,3,2,0
"304",20171031,9.92916666666667,NA,1.77083333333333,NA,NA,36,14,3,2,0
"305",20171101,14.2166666666667,NA,2.10416666666667,NA,NA,41,19,4,3,0
"306",20171102,15.3875,0.5,1.72916666666667,NA,0,51,27,5,5,1
"307",20171103,12.9875,0.75,3.13478260869565,NA,0,41,26,4,5,1
"308",20171104,7.90833333333333,NA,2.6125,NA,NA,54,38,5,6,1
"309",20171105,8.12083333333333,NA,1.4375,NA,NA,42,26,4,5,1
"310",20171106,11.2875,NA,1.60833333333333,NA,NA,37,20,3,3,0
"311",20171107,13.6958333333333,NA,1.48333333333333,NA,NA,45,26,4,5,1
"312",20171108,13.875,0,2.825,NA,0,69,30,5,5,1
"313",20171109,9.31666666666667,NA,1.22083333333333,NA,NA,53,24,5,4,1
"314",20171110,9.99166666666667,3.75,2.87916666666667,NA,1,46,21,4,4,0
"315",20171111,6.10833333333333,NA,2.30833333333333,NA,NA,74,13,5,2,1
"316",20171112,5.39166666666667,NA,1.34583333333333,NA,NA,33,18,3,3,0
"317",20171113,7.85,0,1.8375,NA,0,44,24,4,4,0
"318",20171114,8.0125,4.5,2.59583333333333,NA,1,47,17,4,3,0
"319",20171115,3.40416666666667,NA,2.95416666666667,NA,NA,27,11,2,2,0
"320",20171116,0.9875,NA,1.42916666666667,NA,NA,28,13,2,2,0
"321",20171117,2.8375,0,2.20416666666667,NA,0,44,24,4,4,0
"322",20171118,-1.44166666666667,0,3.41666666666667,NA,0,41,21,4,4,0
"323",20171119,-1.86666666666667,NA,2.3,NA,NA,26,12,2,2,0
"324",20171120,-0.358333333333333,0,1.43333333333333,NA,0,39,22,3,4,0
"325",20171121,1.04583333333333,NA,1.43333333333333,NA,NA,54,31,5,5,1
"326",20171122,4.475,0.5,2.34583333333333,NA,0,67,31,5,5,1
"327",20171123,1.10416666666667,0,2.18333333333333,0.1,0,26,11,2,2,0
"328",20171124,-0.145833333333333,0.6,1.7125,1.3,0,22,12,2,2,0
"329",20171125,2.2375,4,1.825,NA,1,27,17,2,3,0
"330",20171126,4.00833333333333,NA,1.8875,NA,NA,39,23,3,4,0
"331",20171127,2.25416666666667,NA,1.3125,NA,NA,52,29,5,5,1
"332",20171128,5.9625,NA,1.08333333333333,NA,NA,76,47,6,6,1
"333",20171129,3.96666666666667,0.25,2.71666666666667,NA,0,65,25,5,4,1
"334",20171130,-2.1375,NA,3.44166666666667,NA,NA,25,8,2,1,0
"335",20171201,-2.45416666666667,0,1.5375,NA,0,26,13,2,2,0
"336",20171202,1.325,NA,1.7125,NA,NA,43,25,4,4,0
"337",20171203,4.875,1.33333333333333,1.6125,NA,1,54,36,5,5,1
"338",20171204,-0.304166666666667,0.05,3.45,NA,0,46,27,4,5,1
"339",20171205,-4.45833333333333,NA,2.41818181818182,NA,NA,23,11,2,2,0
"340",20171206,0.0458333333333333,0.325,1.28461538461538,0.505882352941176,0,34,22,3,4,0
"341",20171207,1.09166666666667,0,1.69166666666667,0.8,0,47,33,4,5,1
"342",20171208,-3.825,NA,1.85,NA,NA,34,21,3,4,0
"343",20171209,-0.845833333333333,NA,1.07916666666667,NA,NA,43,25,4,4,0
"344",20171210,1.19166666666667,0.82,2.00416666666667,2.5,0,41,25,4,4,0
"345",20171211,-6.26666666666667,0,3.60833333333333,NA,0,49,10,4,2,0
