"","date","dist","m20","m25","m30","m35","m40","m45","m50","m55","f20","f25","f30","f35","f40","f45","f50","f55"
"3440","20190224",1125073030007,387,136.522058823529,9.80130347593581,-495.739639037433,-133.543950534759,-47.0477941176471,-12.8400735294118,-188.295955882353,345,31,291,150,335,198,-110,-259
"3441","20190302",1102052020001,-244,486.426303475936,584.253843582888,495.981450534759,295.438836898396,403.98429144385,-111.573195187166,-47.1722927807487,-189,75,-256,80,33,27,171,122
"3442","20190302",1108068010002,136,54.3154545454545,-206.877889060092,-165.373168578994,-119.200180018002,-364.41686380534,5.66161616161617,53.5557768924303,241,-40,-192.5,-499,26,-60,-51,160
"3443","20190302",1109071040006,54,77.9480280748663,-510.8125,-411.249832887701,-51.1069518716578,14.5982620320856,-434.091245791246,-4.39064072458905,35,-61,-755,47,-535,101,101,131
"3444","20190302",1111066030001,389,-226.155414438503,-628.51888368984,-591.71239973262,-495.651905080214,-410.862967914438,-385.558656417112,-329.557486631016,684,-469,-379,-344,-114,101,-155,-28
"3445","20190302",1113075030009,-393,-574.336898395722,-392.21875,-2.76875000000001,-77.9625668449198,119.370487967914,-245.78774662513,-34.5542857142858,-663,-791,-402,297,-207,-271.5,-129,276
"3446","20190302",1115051010002,-17,129.467771639042,23.2996323529412,-171.351955307263,-127.093014705882,-407.119485294118,93.7549019607843,291.707720588235,176,307,352,155,-82,40,325,439
"3447","20190302",1117051030002,156,-424.625612976235,-660.430386542591,-516.335561497326,-402.84204984205,-262.178126442086,-137.721571111815,-86.1902030008826,-110,-1000,-792,-278,-105,61,125,8
"3448","20190302",1119074050006,-187,-463.573028074866,-553.441844919786,-533.146056149733,-631.800467914439,-549.558990641711,-416.557820855615,-469.827372994652,-192,-301,-95,-303,-180,-149,-162,-231
"3449","20190302",1121052010001,232,66.9509160041479,-63.0742484607026,-140.390773405699,-92.037343697195,4.30279448178277,-9.86739576213262,74.8953527815468,45,-47,42,77,128,142,185,198
"3450","20190302",1122060020102,108,-36.0693516042781,-221.172459893048,-449.238970588235,-326.21875,-418.412934491979,-256.449364973262,-132.761864973262,-5,-33,-69,-152,-187,-133,-44,-48
"3451","20190302",1123051010203,-40.5,-192.170512820513,-366.712016574586,-172.91750131787,-151.314883148831,33.7066993464052,129.793855042017,-95.4746716697936,-462,-614,-342.5,-59,205,161,316,-252
"3452","20190302",1123058040001,48,-229.898562834225,-334.998663101604,-265.267881016043,-304.060828877005,-189.95304144385,-131.171290106952,28.0417780748663,-8,-439,-197,-98,-100,-4,66,29
"3453","20190302",1123063020012,-44,357.306722689076,179.354779411765,98.9209558823529,-53.7702205882353,-137.461029411765,-53.8925653594771,212.149509803922,-344.5,197,237.5,209,-156,-221,-82.5,402
"3454","20190302",1124077030001,1206.5,1621.69685828877,1012.79896390374,765.018215240642,673.327372994652,584.509859625668,12.899064171123,-95.3440842245989,2175,2895,1835,1658,319,206,330,339
"3455","20190302",1124080020103,525,-112.236798128342,-84.4787767379679,162.726938502674,33.618148395722,92.8071524064171,-359.034592245989,-198.290106951872,523,263,448,1256,642,212.5,195,270
"3456","20190302",1125073030007,387,124.522058823529,27.983121657754,-158.830548128342,-67.8166778074866,10.4522058823529,-0.294618983957236,-178.932319518717,432,-61,258,107,233,198,-165,-224
"3457","20190303",1102052020001,-362,380.608121657754,308.617479946524,266.435995989305,67.6206550802139,137.98429144385,-172.300467914438,-208.535929144385,-207,-384,53,-317,-355,-308,-222,-261
"3458","20190303",1108068010002,255,125.133636363636,-115.241525423729,-232.009532215358,-144.654725472547,-288.871409259885,27.8434343434344,28.6466859833394,209,-88,-124.5,-11,47,-249,-100,154
"3459","20190303",1109071040006,54,45.58439171123,-465.085227272727,-395.068014705882,-56.5614973262032,-3.76537433155082,-430.273063973064,23.3366320026837,104,-47,-744,47,-535,79,79,142
"3460","20190303",1111066030001,477,-143.791778074866,-679.791610962567,-588.257854278075,-535.197359625668,-422.226604278075,-445.195020053476,-393.19385026738,1013,-492,-435,-325,-119,76,-161,-279
"3461","20190303",1113075030009,-344,-528.427807486631,-478.309659090909,-61.3323863636364,-17.9019607843138,168.188669786096,-267.676635514019,-21.6114285714286,-586,-736,-430,425,-207,-225.5,-169,425
"3462","20190303",1115051010002,80,133.467771639042,-89.7003676470588,-308.018621973929,-235.359681372549,-361.119485294118,96.0882352941177,83.2077205882353,228,275,338.5,337,-254.5,-111.5,-77,193
"3463","20190303",1117051030002,127,-204.898340248963,-470.884931997137,-518.608288770053,-385.114777114777,-307.632671896631,-154.085207475451,-128.553839364519,-169,-262,-791,-793,-80,64,71,41
"3464","20190303",1119074050006,-141,-455.027573529412,-531.169117647059,-587.146056149733,-635.073195187166,-605.377172459893,-332.103275401069,-211.554645721925,-266,-298,-184,-365,-193,-191,-142,-207
"3465","20190303",1121052010001,108,72.7690978223297,-114.165157551612,-184.481682496608,-114.946434606286,40.1209762999646,2.67805878332194,-7.1955563093623,107,-102,52,108,109,180,128,198
"3466","20190303",1122060020102,153,103.839739304813,-113.899732620321,-350.966243315508,-235.764204545455,-322.776570855615,-179.813001336898,-114.216410427807,147,54,30,-76,-111,-89,-44,51
"3467","20190303",1123051010203,-40.5,-303.253846153846,-385.837016574586,-198.774644175013,-164.481549815498,25.0241596638656,206.555759803922,-67.8746716697936,-276.5,-284.5,-298,-119,124,161,316,-337
"3468","20190303",1123058040001,-26,-184.898562834225,-265.544117647059,-305.904244652406,-253.969919786096,-100.680314171123,-82.1712901069519,10.9508689839572,-32,-384,-219,-116,-29,-34,55,-4
"3469","20190303",1123063020012,132.5,139.163865546219,92.1762079831933,40.9745273109244,44.7714460784314,-133.361029411765,-44.0036764705882,255.316176470588,-257,-262,-85,391,-106.5,-144,-77,-58
"3470","20190303",1124077030001,1180.5,1544.69685828877,901.071691176471,757.472760695187,258.872827540107,373.509859625668,-62.8282085561498,-166.798629679144,1659,1755,1669,1382,304,153,157,436
"3471","20190303",1124080020103,39,-120.509525401069,-248.387867647059,134.999665775401,-256.927306149733,-212.738302139038,-418.580046791444,-289.835561497326,372,132,345,337,129,132.5,157,164
"3472","20190303",1125073030007,387,177.340240641711,-18.7441510695188,-491.921457219251,-281.362132352941,-215.729612299465,-84.3855280748663,-204.477774064171,432,-61,145,150,233,139,248,-236
"3473","20190309",1102052020001,-214,606.880848930481,673.344752673797,493.89054144385,275.075200534759,247.529745989305,-22.755013368984,57.554979946524,252,478,28,-29,-273,116,132,19
"3474","20190309",1108068010002,224,59.6790909090909,-118.241525423729,-153.191350397176,-83.8365436543654,-200.325954714431,-12.8838383838383,-21.8078594712061,202,-120,-75.5,11,89,-33,160,112
"3475","20190309",1109071040006,41,52.675300802139,-494.630681818182,-399.431651069519,-51.5614973262032,9.052807486631,-421.363973063973,-23.7542770882254,35,-47,-767,25,-502,101,123,109
"3476","20190309",1111066030001,406,-141.337232620321,-569.155247326203,-547.621490641711,-524.106450534759,-405.408422459893,-389.740474598931,-408.375668449198,1040,-459,-308,-256,142,260,-146,-226
"3477","20190309",1113075030009,-285,-582.700534759358,-398.946022727273,81.8494318181818,-67.2352941176471,161.279578877005,-184.576635514019,2.98857142857139,-619,-724,66,357,-207,-301,-149,425
"3478","20190309",1115051010002,-17,123.467771639042,-130.200367647059,-236.185288640596,-112.193014705882,-389.119485294118,93.421568627451,249.041053921569,-61,367,390,60,-361,-287,92.5,217
"3479","20190309",1117051030002,203,-538.352885703508,-698.5212956335,-589.699197860962,-516.660231660232,-236.178126442086,-119.994298384542,-166.644748455428,-230,-939,-768,-781,-513,48,-341,-444
"3480","20190309",1119074050006,-160,-426.482118983957,-567.987299465241,-567.964237967914,-713.709558823529,-636.558990641711,-409.739639037433,-400.463736631016,-131,-158,-119,-317,-185,-128,-101,-175
"3481","20190309",1121052010001,141,87.1327341859661,-39.9833393697936,-139.29986431479,-42.037343697195,-46.4244782454899,14.1326042378674,-33.922829036635,25,-12,60,144,196,205,226,178
"3482","20190309",1122060020102,60,-58.6148061497326,-174.354278074866,-386.511697860962,-265.764204545455,-378.503843582888,-269.358455882353,-139.670955882353,-16,-22,19,-141,-132,-133,-33,-15
"3483","20190309",1123051010203,-138,-189.920512820513,-364.479873717443,-116.774644175013,0.732735898787553,74.9705882352941,41.8224264705882,43.5253283302064,-314.5,-831,-665,-207,280,233.5,356,-103
"3484","20190309",1123058040001,12,-169.625835561497,-215.45320855615,-247.358790106952,-200.515374331551,-86.9530414438502,-88.35310828877,8.31450534759358,-70,-351,-82,-116,-60,54,98,103
"3485","20190309",1123063020012,366,432.021008403361,118.229779411765,-68.6762663398693,-59.8952205882353,-166.961029411765,55.9963235294118,302.191176470588,-298,243,60,209,-194.5,-210,-77,327.5
"3486","20190309",1124077030001,1501.5,1909.69685828877,1530.79896390374,963.563669786096,668.418282085561,397.32804144385,-27.100935828877,-117.889538770053,1885,3172,2379,1862,454,388,311,333
"3487","20190309",1124080020103,541,24.8541109625669,-24.1151403743315,331.09057486631,-129.745487967914,-122.374665775401,-338.125501336898,-213.835561497326,997,-190,126,690,211,-93.5,307,387
"3488","20190309",1125073030007,478,144.897058823529,29.2558489304812,-323.376002673797,-103.725768716578,-41.3659759358289,-105.294618983957,-184.114137700535,388.5,-61,258,175,315,-233,-154,-270
"3489","20190310",1102052020001,-352,541.97175802139,361.435661764706,265.526905080214,98.5297459893048,180.893382352941,-152.027740641711,-151.172292780749,-34,-206,-39,-47,-60,-192,-132,-175
"3490","20190310",1108068010002,41,-14.5027272727273,-146.605161787365,-197.373168578994,-96.2001800180018,-239.053227441703,39.1161616161617,48.283049619703,164,3,-37.5,-472,-115,-239,178,154
"3491","20190310",1109071040006,3,154.58439171123,-490.448863636364,-406.068014705882,-44.8342245989305,57.4164438502674,-416.818518518519,42.0639047299564,63,0,-732,124,-480,46,166,152
"3492","20190310",1111066030001,460,-231.609959893048,-577.51888368984,-647.530581550802,-557.106450534759,-442.862967914438,-474.740474598931,-408.19385026738,599,-485,-466,-398,-199,-149,-198,-246
"3493","20190310",1113075030009,-330,-537.882352941176,-490.036931818182,-143.786931818182,-37.2352941176471,-56.3567847593583,-204.403908241291,20.8612987012987,-586,-701,-430,357,-207,-209,-129,363
"3494","20190310",1115051010002,-303.5,181.967771639042,-226.700367647059,-211.685288640596,-172.193014705882,-302.869485294118,110.421568627451,126.707720588235,228,275,402,155,-191.5,-150,127,-28
"3495","20190310",1117051030002,203,-341.989249339872,-388.5212956335,-589.335561497326,-623.478413478414,-264.632671896631,-161.903389293633,-120.008384819064,-91,-327,-778,-786,-109,51,81,-13
"3496","20190310",1119074050006,-141,-473.936664438503,-515.714572192513,-498.600601604278,-449.982286096257,-593.740808823529,-377.557820855615,-378.009191176471,-247,-266,-178,-354,-185,-174,-134,-188
"3497","20190310",1121052010001,199,57.8600069132389,-51.9833393697936,-179.208955223881,-119.673707333559,-29.1517509727627,-19.7764866712235,-43.1955563093623,3,15,76,77,128,173,203,154
"3498","20190310",1122060020102,188,64.7488302139037,-127.808823529412,-307.148061497326,-238.946022727273,-331.776570855615,-149.449364973262,-91.2164104278075,95,21,52,-86,-78,-89,0,29
"3499","20190310",1123051010203,-138,-264.170512820513,-436.087016574586,-234.203215603585,-118.481549815498,62.5955882352941,15.2224264705882,-179.724671669794,-358,-416,-387,-207,280,161,237,-404
"3500","20190310",1123058040001,74,-229.080381016043,-242.180481283422,-303.722426470588,-226.151737967914,-107.043950534759,-69.5349264705882,-35.6854946524064,-56,-384,-208,-107,-78,-34,44,103
"3501","20190310",1123063020012,-8,256.901960784314,99.2714460784314,81.5459558823529,119.033350840336,-91.8519385026738,86.4963235294118,308.016176470588,-256,-242,352,-56,-156,-177,-44,422
"3502","20190310",1124077030001,1405.5,1486.33322192513,952.344418449198,858.018215240642,436.872827540107,509.964405080214,-64.4645721925134,-149.162266042781,2216,3043,2298,999,109,338,121,43
"3503","20190310",1124080020103,122,-62.6004344919786,-268.933322192513,-19.6366978609625,-266.654578877005,-288.011029411765,-439.125501336898,-338.017379679144,383,-231,35,264,166,47.5,100,110
"3504","20190310",1125073030007,478,33.6331699346405,-111.562332887701,-439.285093582888,-423.543950534759,-174.911430481283,-181.930982620321,-229.659592245989,345,-61,258,-306,-169,-233,248,-259
"3505","20190316",1102052020001,-180,482.517212566845,631.162934491979,414.072359625668,280.166109625668,399.438836898396,-82.0277406417112,125.009525401069,-117,12,81,52,-240,-133,-36,176
"3506","20190316",1108068010002,214,-48.7754545454546,-98.2415254237288,-191.282259488085,-173.563816381638,-272.144136532612,-17.7929292929293,13.1921405287939,306,84,-37.5,-13,56,-1,139,87
"3507","20190316",1109071040006,54,36.2207553475936,-528.903409090909,-419.068014705882,-110.470588235294,48.4164438502674,-419.454882154882,-5.75427708822542,18,0,-783,69,-535,90,123,202
"3508","20190316",1111066030001,436,-196.155414438503,-582.791610962567,-462.166945187166,-467.924632352941,-383.499331550802,-417.195020053476,-355.648395721925,693,-447,-296,-273,-110,156,21,-244
"3509","20190316",1113075030009,-307,-565.973262032086,-493.400568181818,-195.877840909091,-110.124183006536,149.915942513369,-257.676635514019,-22.7447619047619,-608,-775,-379,357,-256,-301,-100,363
"3510","20190316",1115051010002,-21.5,-150.532228360958,-205.533700980392,-364.351955307263,-143.193014705882,-383.119485294118,229.754901960784,237.707720588235,353,512,395,66.5,-372,-232,206,-87
"3511","20190316",1117051030002,156,-536.716522067145,-568.339477451682,-613.517379679144,-565.569322569323,-251.450853714813,-152.448843839088,-200.553839364519,-102,-959,-775,-791,-28,29,83,-5
"3512","20190316",1119074050006,-161,-454.20939171123,-544.714572192513,-539.236965240642,-727.709558823529,-640.195354278075,-286.466911764706,-459.009191176471,-234,-239,-120,-301,-188,-135,-129,-205
"3513","20190316",1121052010001,130,55.7690978223297,-46.437884824339,-153.390773405699,-74.9464346062859,-59.8790237000354,27.768967874231,39.8953527815468,25,-111,66,121,152,149,226,216
"3514","20190316",1122060020102,35,-45.5238970588235,-180.808823529412,-405.238970588235,-273.946022727273,-403.322025401069,-247.540274064171,-135.307319518717,-50,-33,-14,-108,-154,-177,-44,-70
"3515","20190316",1123051010203,NA,-248.120512820513,-279.837016574586,-246.988929889299,-25.6482164821649,27.3455882352941,159.365283613445,-46.8080050031269,-810,-623.5,-263,-163,205,204,140.5,-252
"3516","20190316",1123058040001,48,-162.534926470588,-243.362299465241,-190.086062834225,-199.060828877005,-22.3166778074866,-59.5349264705882,25.1326871657754,3,-373,-136,-72,-60,62,66,29
"3517","20190316",1123063020012,457,404.878151260504,128.979779411765,76.657066993464,19.4797794117647,-115.661029411765,195.496323529412,227.816176470588,-266,328.5,272.5,348.5,-200,-254,31.5,402
"3518","20190316",1124077030001,894.5,1517.60594919786,1077.61714572193,897.381851604278,361.418282085561,549.146223262032,-27.6463903743316,-57.0713569518717,1748,2270,2396,1486,344,366,410,314
"3519","20190316",1124080020103,576,9.67229278074865,-147.115140374332,265.272393048128,-124.927306149733,-205.101938502674,-361.034592245989,-144.108288770053,775,204,477,858,341,137.5,317,358
"3520","20190316",1125073030007,387,248.855392156863,33.1649398395722,-451.648729946524,-106.634859625668,98.6522058823529,-145.02189171123,-74.2959558823529,345,31,258,107,158,-260,277,-236
"3521","20190317",1102052020001,-304,287.699030748663,417.253843582888,198.345086898396,40.2570187165775,192.347927807487,-231.573195187166,-227.990474598931,238,-251,-96,-37,-362,-214,-136,-189
"3522","20190317",1108068010002,255,54.9518181818181,-31.1506163328197,-234.827714033539,-180.745634563456,-430.507772896249,17.6616161616162,29.1921405287939,252,99,-9.5,-489,31,-461,118,148
"3523","20190317",1109071040006,16,133.493482620321,-464.630681818182,-391.068014705882,-53.3796791443851,92.5982620320855,-405.818518518519,-70.4815498154981,0,16,-708,69,-524,46,101,109
"3524","20190317",1111066030001,467,-211.519050802139,-657.973429144385,-587.71239973262,-522.833723262032,-386.68114973262,-431.83138368984,-362.19385026738,1094,-545,-418,-339,-131,116,-171,-223
"3525","20190317",1113075030009,-285,-564.245989304813,-469.491477272727,61.2130681818182,-63.3464052287582,70.6432152406417,-217.78774662513,11.3885714285714,-586,-712,-451,357,-256,-209,-129,425
"3526","20190317",1115051010002,-190,103.467771639042,-0.200367647058783,-413.685288640596,-205.026348039216,-467.619485294118,77.0882352941177,227.707720588235,124,131,402,346,-328,-74,206,217
"3527","20190317",1117051030002,10,-414.352885703508,-600.430386542591,-533.426470588235,-570.296595296595,-234.269035532995,-148.994298384542,-133.553839364519,-102,-382,-773,-796,-105,77,71,-65
"3528","20190317",1119074050006,-209,-472.391209893048,-596.350935828877,-517.509692513369,-553.891377005348,-537.286263368984,-210.830548128342,-343.463736631016,-215,-360,-167,-394,-185,-216,-174,-245
"3529","20190317",1121052010001,166,31.8600069132389,-76.8015211879754,-114.936227951153,-131.946434606286,-45.6062964273081,-25.5946684894053,-13.5591926729986,126,-102,115,136,59,245,234,212
"3530","20190317",1122060020102,108,13.2942847593583,-154.808823529412,-357.511697860962,-264.764204545455,-360.685661764706,-202.813001336898,-104.670955882353,116,0,30,-130,-143,-68,-33,-4
"3531","20190317",1123051010203,-138,-148.520512820513,-251.837016574586,-146.711152111521,-165.41012124407,31.7384453781513,-15.6109068627451,-62.8080050031269,-165,-324,-387,-163,86.5,161,237,-252
"3532","20190317",1123058040001,-50,-158.534926470588,-286.271390374332,-244.358790106952,-216.242647058824,-63.4984959893048,-43.8985628342246,36.0417780748663,-20,-405,-186,-53,-60,62,76,93
"3533","20190317",1123063020012,366,156.306722689076,218.271446078431,46.6888130252101,-123.538077731092,-109.033756684492,-7.00367647058823,265.482843137255,-207,-22.5,80,348.5,-156,-188,-99,371
"3534","20190317",1124077030001,793.5,1694.9695855615,892.071691176471,656.563669786096,420.145554812834,418.691677807487,-107.646390374332,-187.616811497326,1925,3024,1697,1288,322,476,265,25
"3535","20190317",1124080020103,148,-135.41861631016,-379.29695855615,58.5451203208556,-106.836397058824,-232.920120320856,-466.125501336898,-256.381016042781,-48,82,139,-197,265,95.5,161,178
"3536","20190317",1125073030007,432.5,69.7220588235294,26.3467580213904,-402.466911764706,-343.634859625668,-77.1841577540107,35.97810828877,-159.932319518717,345,31,258,107,315,267,277,-270
"3537","20190323",1102052020001,-191,511.789939839572,549.799298128342,368.072359625668,223.166109625668,249.166109625668,-108.573195187166,-28.2632018716578,-136,112,292,4,-18,74,-52,315
"3538","20190323",1108068010002,372,272.860909090909,-109.514252696456,-397.191350397176,-312.654725472547,-549.689591078067,77.9343434343435,10.9194132560667,192,148,-27.5,-469,-353,-442,-295,-321
"3539","20190323",1109071040006,27,58.7662098930481,-489.267045454545,-433.613469251337,-49.4705882352941,-26.4926470588235,-439.818518518519,-29.2088225427709,63,-16,-804,47,-546,24,101,98
"3540","20190323",1111066030001,602,-180.882687165775,-601.791610962567,-534.71239973262,-493.651905080214,-338.862967914438,-379.013201871658,-327.466577540107,673,-421,-397,-256,154,150,-150,-207
"3541","20190323",1113075030009,-296,-593.51871657754,-302.21875,37.8494318181818,-4.05347593582894,-8.4476938502674,-221.962349799733,6.49766233766235,-586,-747,-469,400,-174,-301,-129,363
"3542","20190323",1115051010002,NA,154.717771639042,-105.533700980392,-171.351955307263,-164.443014705882,-306.519485294118,100.838235294118,264.707720588235,391,367,282,47,-372,-210,206,217
"3543","20190323",1117051030002,213,-576.716522067145,-673.884931997137,-583.97192513369,-545.205686205686,-231.905399169359,-138.903389293633,-207.553839364519,-17,-955,-766,-789,-121,57,-29,-464
"3544","20190323",1119074050006,-156,-466.20939171123,-520.350935828877,-567.600601604278,-626.255013368984,-533.286263368984,-281.466911764706,-453.10010026738,-246,-264,-159,-333,-201,-182,-120,-194
"3545","20190323",1121052010001,153,63.5872796405115,-41.5287939152481,-135.118046132971,-147.58279824265,4.75733993632826,-40.6855775803144,20.5317164179104,56,-53,101,144,134,173,167,163
"3546","20190323",1122060020102,60,-59.8875334224599,-203.172459893048,-427.238970588235,-327.582386363636,-424.23111631016,-241.722092245989,-125.216410427807,17,-88,-69,-174,-143,-166,-77,-59
"3547","20190323",1123051010203,-138,-321.06336996337,-320.908445146014,-165.488929889299,-60.9815498154982,74.0955882352941,100.722426470588,-69.1413383364603,-358,-523,-387,-119,92,233.5,112,-177.5
"3548","20190323",1123058040001,25,-171.625835561497,-335.998663101604,-197.086062834225,-244.969919786096,-41.5894050802139,-79.262199197861,38.3145053475936,14,-373,-175,-98,-143,7,22,111
"3549","20190323",1123063020012,141,235.485294117647,101.854779411765,36.9459558823529,21.938112745098,-171.061029411765,20.7463235294118,249.149509803922,-238,197,272.5,144,-167,-210,-99,418.5
"3550","20190323",1124077030001,1172.5,2017.87867647059,1103.43532754011,1096.65457887701,446.418282085561,479.873495989305,-41.7372994652407,-50.7077205882353,2179,3272,2344,1792,626,424,400,360
"3551","20190323",1124080020103,529,100.217747326203,-171.569685828877,148.908756684492,-180.018215240642,-220.556483957219,-350.398228609626,-199.926470588235,514,198,258,484,265,196.5,242,252
"3552","20190323",1125073030007,478,91.9766042780748,27.8922125668449,-400.830548128342,-151.362132352941,-18.0023395721925,16.97810828877,-231.659592245989,293,31,215,175,158,-233,277,-236
"3553","20190324",1102052020001,-329,506.153576203209,489.072025401069,230.89054144385,67.4388368983957,133.438836898396,-185.300467914438,-160.172292780749,-265,47,-271,-31,-285,-283,-134,-149
"3554","20190324",1108068010002,265,242.77,-235.877889060092,-424.554986760812,-101.38199819982,-381.962318350794,-189.247474747475,126.55577689243,-395,78,21.5,-462,-340,-397,-301,-311
"3555","20190324",1109071040006,-8,85.0389371657754,-478.448863636364,-450.795287433155,-82.4705882352941,22.5982620320856,-370.727609427609,-35.0270043609527,18,28,-732,58,-535,112,90,131
"3556","20190324",1111066030001,487,-219.882687165775,-663.064338235294,-666.076036096257,-590.560995989305,-462.044786096257,-458.467747326203,-396.102941176471,539,-560,-445,-410,-214,-200,-232,-315
"3557","20190324",1113075030009,-285,-544.973262032086,-465.400568181818,-71.8778409090909,-71.2352941176471,117.461397058824,-230.076635514019,-29.5225396825397,-597,-712,-430,400,-256,-242,-129,425
"3558","20190324",1115051010002,-328.5,103.467771639042,99.7996323529412,-468.685288640596,-208.359681372549,-341.369485294118,75.0882352941177,308.707720588235,-202,367,390,-169,-264.5,-139,206,134
"3559","20190324",1117051030002,119,-221.261976612599,-372.157659269864,-538.699197860962,-613.751140751141,-235.905399169359,-154.812480202724,-153.372021182701,-83,-340,-831,-806,-53,83,76,-20
"3560","20190324",1119074050006,-154,-394.20939171123,-542.805481283422,-485.509692513369,-469.800467914438,-508.104445187166,-421.830548128342,-257.10010026738,-226,-325,-200,-369,-197,-153,-163,-199
"3561","20190324",1121052010001,177,25.2236432768751,-74.1651575516117,-125.118046132971,-105.49188915174,-32.8790237000354,-8.86739576213262,-4.10464721845318,158,-85,42,126,103,180,195,240
"3562","20190324",1122060020102,177,56.3851938502674,-110.99064171123,-368.329879679144,-256.400568181818,-286.685661764706,-209.722092245989,-119.761864973262,83,76,8,-97,-111,-122,-44,51
"3563","20190324",1123051010203,139,-254.920512820513,-502.670349907919,-254.044485444854,-148.814883148831,31.0955882352941,128.889093137255,-167.474671669794,-358,-284.5,-387,-89,129.5,46,157,-358
"3564","20190324",1123058040001,25,-180.625835561497,-291.45320855615,-266.086062834225,-224.060828877005,-88.5894050802139,-98.262199197861,33.5872326203209,-8,-251,-175,-116,-78,25,87,153
"3565","20190324",1123063020012,366,390.021008403361,176.938112745098,35.4030987394958,-94.5380777310924,-146.205473856209,-18.4322478991596,276.016176470588,-238,-262,352,-81,-161.5,-188,-121,-71
"3566","20190324",1124077030001,1174.5,1391.06049465241,991.071691176471,869.381851604278,345.509191176471,394.782586898396,-74.2827540106952,-118.798629679144,1780,2010,1480,1374,70,166,111,201
"3567","20190324",1124080020103,88,-73.6913435828877,-267.115140374332,123.908756684492,-177.472760695187,-225.829211229947,-443.580046791444,-327.381016042781,5,-238,197,749,98,96.5,91,-125
"3568","20190324",1125073030007,387,129.222058823529,-18.8350601604278,-437.739639037433,-423.089405080214,-213.365975935829,28.887199197861,-97.5686831550802,345,-61,291,-319,315,-233,248,-270
"3569","20190330",1102052020001,-279,429.608121657754,515.98111631016,402.254177807487,228.802473262032,327.893382352941,-44.0277406417112,22.9186163101604,284,-259,58,4,-33,26,4,-62
"3570","20190330",1108068010002,500,-355.957272727273,-448.696070878274,-587.191350397176,-476.200180018002,-534.962318350794,-334.974747474747,-313.353314016661,-361,-557,-444.5,-411,-315,-365,-249,-272
"3571","20190330",1109071040006,3,53.4025735294118,-510.994318181818,-362.068014705882,-38.6524064171123,-41.5835561497326,-369.091245791246,-28.9360952700436,79,28,-804,69,-480,35,90,152
"3572","20190330",1111066030001,441,-225.064505347594,-572.700701871658,-460.803308823529,-489.379177807487,-431.135695187166,-421.649565508021,-387.648395721925,1055,-467,-359,-271,-115,-109,-136,-73
"3573","20190330",1113075030009,-344,-611.51871657754,-486.309659090909,-147.423295454545,-11.5352941176471,164.006851604278,-243.819492656876,-33.855873015873,-630,-791,-451,400,-331,-301,-129,363
"3574","20190330",1115051010002,-21.5,-96.1988950276244,-105.533700980392,-171.351955307263,-119.093014705882,-386.119485294118,115.088235294118,346.707720588235,315,367,452,346,-361,-221,81,111
"3575","20190330",1117051030002,252,-608.261976612599,-685.703113815319,-586.426470588235,-511.205686205686,-241.541762805722,-68.5397529299968,-216.372021182701,-169,-982,-753,-787,-173,51,140,-469
"3576","20190330",1119074050006,-197,-387.300300802139,-521.896390374332,-589.146056149733,-660.164104278075,-531.377172459893,-356.466911764706,-507.736463903743,-198,-246,-111,-355,-191,-142,-120,-209
"3577","20190330",1121052010001,199,77.8600069132389,-119.34697573343,-129.027137042062,-81.8555255153768,-41.7881146091263,21.2235133287765,5.98626187245588,36,-155,60,108,94,163,211,293
"3578","20190330",1122060020102,60,-77.5238970588235,-211.808823529412,-423.329879679144,-317.309659090909,-404.503843582888,-227.994819518717,-115.125501336898,-5,-44,-36,-141,-187,-122,-11,-26
"3579","20190330",1123051010203,-34,-350.491941391941,-200.194159431729,-118.488929889299,-160.552978386927,11.7205882352941,126.222426470588,6.02532833020638,-271,-423.5,-228,-207,205,339,140.5,-165
"3580","20190330",1123058040001,25,-216.807653743316,-266.45320855615,-232.722426470588,-224.879010695187,-96.4075868983957,-89.9894719251337,57.2235962566845,-20,-405,-208,-53,-60,43,139,93
"3581","20190330",1123063020012,262,486.735294117647,97.4797794117647,113.21262254902,5.8547794117647,-166.761029411765,-53.5036764705882,317.441176470588,-266,53,-122,-49,-156,-254,-104.5,382
"3582","20190330",1124077030001,1206.5,1438.06049465241,928.16260026738,965.472760695187,453.781918449198,529.964405080214,-74.3736631016043,3.01955213903744,2430,4193,2152,1737,262,421,370,194
"3583","20190330",1124080020103,148,-19.2367981283422,-137.842413101604,237.363302139038,-82.5636697860963,-108.374665775401,-333.670955882353,-198.926470588235,52,300,121,682,337,438.5,332,197
"3584","20190330",1125073030007,478,162.022058823529,-2.74415106951875,-488.285093582888,-195.089405080214,-184.27506684492,27.97810828877,-233.295955882353,508,31,291,-293,282,-233,248,-259
"3585","20190331",1102052020001,-337,421.699030748663,391.890207219251,254.072359625668,102.438836898396,103.620655080214,-229.027740641711,-136.990474598931,-127,-238,-122,5,-325,-204,-149,-244
"3586","20190331",1108068010002,469,-217.775454545455,-434.605161787365,-566.282259488085,-488.109270927093,-524.598681987158,-285.611111111111,-317.080586743933,154,-547,-443.5,-404,-324,-376,-240,-275
"3587","20190331",1109071040006,-8,64.9480280748663,-492.539772727273,-409.068014705882,-60.4705882352941,-5.31082887700535,-416.818518518519,6.33663200268367,0,63,-732,25,-513,24,90,152
"3588","20190331",1111066030001,446,-197.609959893048,-621.337065508021,-560.894217914439,-522.742814171123,-410.317513368984,-396.285929144385,-334.739304812834,655,-548,-419,-314,-140,-122,40,-258
